Date,Transaction_ID,Description,Amount,Revenue,Expenses,Profit,Transaction_Type,Category,Payment_Method,Department,City,Status,Upload_File_ID,User_ID,Imported_At,Company
2026-04-20,TX250,Office Rent,8100.0,9800.0,8100.0,1700.0,Expense,Rent,Bank Transfer,Administration,Ferizaj,Completed,47,18,2026-08-25 08:39:36,Acme Crop
2026-04-21,TX251,Product Sale,13800.0,13800.0,5100.0,8700.0,Sale,Retail,Cash,Sales,Prizren,Completed,47,18,2026-08-25 08:39:36,Acme Crop
2026-04-22,TX252,Marketing Campaign,19800.0,25000.0,19800.0,5200.0,Expense,Marketing,Card,Marketing,Gjilan,Completed,47,18,2026-08-25 08:39:36,Acme Crop
2026-04-23,TX253,Online Order,31400.0,31400.0,11800.0,19600.0,Sale,Ecommerce,Card,Sales,Prishtina,Completed,47,18,2026-08-25 08:39:36,Acme Crop
2026-04-24,TX254,Transport Cost,2800.0,6200.0,2800.0,3400.0,Expense,Transport,Cash,Operations,Ferizaj,Completed,47,18,2026-08-25 08:39:36,Acme Crop
2026-04-25,TX255,Consulting Service,47500.0,47500.0,16800.0,30700.0,Sale,Services,Bank Transfer,Consulting,Prizren,Completed,47,18,2026-08-25 08:39:36,Acme Crop
2026-04-26,TX256,Product Sale,5900.0,5900.0,2100.0,3800.0,Sale,Retail,Cash,Sales,Gjilan,Completed,47,18,2026-08-25 08:39:36,Acme Crop
2026-04-27,TX257,Software Subscription,7300.0,14500.0,7300.0,7200.0,Expense,Software,Card,IT,Prishtina,Completed,47,18,2026-08-25 08:39:36,Acme Crop
2026-04-28,TX258,Online Order,8300.0,8300.0,3100.0,5200.0,Sale,Ecommerce,Card,Sales,Ferizaj,Completed,47,18,2026-08-25 08:39:36,Acme Crop
2026-04-29,TX259,Service Payment,68000.0,68000.0,25500.0,42500.0,Sale,Services,Bank Transfer,Sales,Gjilan,Completed,47,18,2026-08-25 08:39:36,Acme Crop
2026-04-30,TX260,Equipment Purchase,52000.0,12000.0,52000.0,-40000.0,Expense,Equipment,Bank Transfer,Operations,Prishtina,Completed,47,18,2026-08-25 08:39:36,Acme Crop
